RecordID,FeeAmount,RabiesExpirationDate,StreetName,TagNumber,TagType,TagYear,BlockNumber
15471,4,2018-02-21T05:00:00.000Z,SMITH ST ,47980,Unsexed - 1 Year         ,2017,1000
15472,4,2020-01-13T05:00:00.000Z,CITY WALK WAY ,47981,Unsexed - 1 Year         ,2017,3000
15473,4,2019-04-24T04:00:00.000Z,BELMONT AVE ,47982,Unsexed - 1 Year         ,2017,700
15474,4,2018-03-30T04:00:00.000Z,MONTICELLO RD ,47983,Unsexed - 1 Year         ,2017,300
15475,10,2021-01-24T05:00:00.000Z,THOMSON RD ,47984,Sexed - 1 Year           ,2017,2000
15476,4,2021-06-18T04:00:00.000Z,HANOVER ST ,47985,Unsexed - 1 Year         ,2017,500
15477,4,2021-04-09T04:00:00.000Z,ARLINGTON BLVD ,47986,Unsexed - 1 Year         ,2017,2100
15478,4,2018-08-01T04:00:00.000Z,CITY WALK WAY ,47987,Unsexed - 1 Year         ,2017,4000
15479,4,2018-08-31T04:00:00.000Z,RIDGE ST ,47988,Unsexed - 1 Year         ,2017,100
15480,4,2018-03-13T04:00:00.000Z,E MARKET ST ,47989,Unsexed - 1 Year         ,2017,300
15481,4,2020-02-20T05:00:00.000Z,UNASSIGNED ,47990,Unsexed - 1 Year         ,2017,100
15482,4,2020-05-01T04:00:00.000Z,FAIRWAY AVE ,47991,Unsexed - 1 Year         ,2017,400
15483,4,2019-04-01T04:00:00.000Z,JEFFERSON PARK AVE ,48101,Unsexed - 1 Year         ,2017,1800
15484,10,2020-10-30T04:00:00.000Z,2ND ST NE ,48102,Sexed - 1 Year           ,2017,400
15485,4,2021-06-26T04:00:00.000Z,PROSPECT AVE ,48103,Unsexed - 1 Year         ,2017,800
15486,4,2017-10-05T04:00:00.000Z,CABELL AVE ,48104,Unsexed - 1 Year         ,2017,1600
15487,4,2018-02-24T05:00:00.000Z,CABELL AVE ,48105,Unsexed - 1 Year         ,2017,1600
15488,4,2018-02-24T05:00:00.000Z,CABELL AVE ,48105,Unsexed - 1 Year         ,2017,1600
15489,4,2019-06-03T04:00:00.000Z,MONTICELLO AVE ,48106,Unsexed - 1 Year         ,2017,700
15490,4,2020-08-22T04:00:00.000Z,ARLINGTON BLVD ,48107,Unsexed - 1 Year         ,2017,2400
15491,4,2021-09-18T04:00:00.000Z,ROBINSON WOODS ,48108,Unsexed - 1 Year         ,2017,100
15492,4,2018-06-30T04:00:00.000Z,DAIRY RD ,48109,Unsexed - 1 Year         ,2017,1800
15493,4,2017-04-28T04:00:00.000Z,EDGE HILL RD ,48110,Unsexed - 1 Year         ,2017,1200
15494,4,2020-09-08T04:00:00.000Z,DAVIS AVE ,48111,Unsexed - 1 Year         ,2017,600
15495,4,2020-09-06T04:00:00.000Z,DAVIS AVE ,48112,Unsexed - 1 Year         ,2017,600
15496,4,2019-02-20T05:00:00.000Z,MONTE VISTA AVE ,48113,Unsexed - 1 Year         ,2017,200
15497,4,2021-02-11T05:00:00.000Z,MONTE VISTA AVE ,48114,Unsexed - 1 Year         ,2017,200
15498,4,2019-02-24T05:00:00.000Z,PRESTON AVE ,48115,Unsexed - 1 Year         ,2017,1000
15499,4,2017-03-11T05:00:00.000Z,CITY WALK WAY ,48116,Unsexed - 1 Year         ,2017,4100
15500,4,2019-01-05T05:00:00.000Z,MIDLAND ST ,48117,Unsexed - 1 Year         ,2017,1500
15501,10,2019-04-04T04:00:00.000Z,MIDLAND ST ,48118,Sexed - 1 Year           ,2017,1500
15502,4,2020-12-19T05:00:00.000Z,DRUID AVE ,48119,Unsexed - 1 Year         ,2017,600
15503,4,2019-01-08T05:00:00.000Z,RUGBY AVE ,48120,Unsexed - 1 Year         ,2017,1400
15504,4,2020-10-26T04:00:00.000Z,ETON RD ,48121,Unsexed - 1 Year         ,2017,2700
15505,4,2019-04-04T04:00:00.000Z,ETON RD ,48122,Unsexed - 1 Year         ,2017,2700
15506,4,2020-01-21T05:00:00.000Z,BELLEVIEW AVE ,48123,Unsexed - 1 Year         ,2017,1200
15507,4,2021-01-15T05:00:00.000Z,ROCKLAND AVE ,48124,Unsexed - 1 Year         ,2017,900
15508,4,2019-11-05T05:00:00.000Z,WESTWOOD RD ,48125,Unsexed - 1 Year         ,2017,1600
15509,4,2020-10-08T04:00:00.000Z,SHAMROCK RD ,48126,Unsexed - 1 Year         ,2017,200
15510,4,2020-06-12T04:00:00.000Z,BIRDWOOD RD ,48127,Unsexed - 1 Year         ,2017,1000
15511,4,2017-12-12T05:00:00.000Z,UNASSIGNED ,48128,Unsexed - 1 Year         ,2017,600
15512,10,2020-10-14T04:00:00.000Z,KENWOOD LN ,48129,Sexed - 1 Year           ,2017,1300
15513,4,2018-03-13T04:00:00.000Z,KENWOOD LN ,48130,Unsexed - 1 Year         ,2017,1300
15514,4,2017-03-05T05:00:00.000Z,CHERRY AVE ,48131,Unsexed - 1 Year         ,2017,1600
15515,4,2017-03-05T05:00:00.000Z,CHERRY AVE ,48132,Unsexed - 1 Year         ,2017,1600
15516,4,2017-02-24T05:00:00.000Z,CONCORD DR ,48133,Unsexed - 1 Year         ,2017,1700
15517,4,2019-08-08T04:00:00.000Z,BAILEY RD ,48134,Unsexed - 1 Year         ,2017,600
15518,4,2018-10-05T04:00:00.000Z,7 1/2 ST SW ,48135,Unsexed - 1 Year         ,2017,500
15519,4,2018-05-23T04:00:00.000Z,KING ST ,48136,Unsexed - 1 Year         ,2017,1000
15520,4,2019-05-09T04:00:00.000Z,KING ST ,48137,Unsexed - 1 Year         ,2017,1000
15521,4,2021-08-26T04:00:00.000Z,WEST ST ,48138,Unsexed - 1 Year         ,2017,900
15522,4,2021-05-17T04:00:00.000Z,ELKHORN RD ,48139,Unsexed - 1 Year         ,2017,100
15523,4,2019-09-19T04:00:00.000Z,ELKHORN RD ,48140,Unsexed - 1 Year         ,2017,100
15524,10,2019-07-24T04:00:00.000Z,CARLTON AVE ,48141,Sexed - 1 Year           ,2017,1500
15525,4,2020-04-24T04:00:00.000Z,CLEVELAND AVE ,48142,Unsexed - 1 Year         ,2017,200
15526,4,2018-06-01T04:00:00.000Z,BLUE RIDGE RD ,48143,Unsexed - 1 Year         ,2017,1900
15527,4,2019-08-02T04:00:00.000Z,BLUE RIDGE RD ,48144,Unsexed - 1 Year         ,2017,1900
15528,4,2020-09-12T04:00:00.000Z,COLEMAN ST ,48145,Unsexed - 1 Year         ,2017,1000
15529,4,2020-06-30T04:00:00.000Z,KING ST ,48146,Unsexed - 1 Year         ,2017,1000
15530,4,2019-05-03T04:00:00.000Z,FENDALL AVE ,48147,Unsexed - 1 Year         ,2017,1800
15531,4,2020-03-06T05:00:00.000Z,RAINIER RD ,48148,Unsexed - 1 Year         ,2017,800
15532,4,2018-09-11T04:00:00.000Z,DRUID AVE ,48149,Unsexed - 1 Year         ,2017,800
15533,4,2019-02-01T05:00:00.000Z,MONTICELLO RD ,48150,Unsexed - 1 Year         ,2017,900
15534,4,2018-01-02T05:00:00.000Z,MONTE VISTA AVE ,48151,Unsexed - 1 Year         ,2017,200
15535,10,2020-04-28T04:00:00.000Z,GREENLEAF LN ,48152,Sexed - 1 Year           ,2017,1600
15536,4,2018-04-30T04:00:00.000Z,WEST ST ,48153,Unsexed - 1 Year         ,2017,800
15537,4,2019-05-09T04:00:00.000Z,WEST ST ,48154,Unsexed - 1 Year         ,2017,800
15538,4,2020-04-24T04:00:00.000Z,ROTHERY RD ,48155,Unsexed - 1 Year         ,2017,100
15539,30,2019-05-19T04:00:00.000Z,AZALEA DR ,48155,Sexed - 3 Year           ,2019,200
15540,4,2018-08-10T04:00:00.000Z,LOCUST AVE ,48156,Unsexed - 1 Year         ,2017,800
15541,4,2018-04-13T04:00:00.000Z,LITTLE HIGH ST ,48157,Unsexed - 1 Year         ,2017,11000
15542,4,2021-07-05T04:00:00.000Z,GRAVES ST ,48158,Unsexed - 1 Year         ,2017,700
15543,4,2020-03-15T04:00:00.000Z,10TH ST NE ,48159,Unsexed - 1 Year         ,2017,200
15544,4,2020-08-01T04:00:00.000Z,E JEFFERSON ST ,48160,Unsexed - 1 Year         ,2017,1100
15545,4,2017-11-12T05:00:00.000Z,AZALEA DR ,48161,Unsexed - 1 Year         ,2017,200
15546,4,2021-07-02T04:00:00.000Z,LAUREL CIR ,48162,Unsexed - 1 Year         ,2017,100
15547,4,2019-10-24T04:00:00.000Z,MERIDIAN ST ,48163,Unsexed - 1 Year         ,2017,1600
15548,4,2021-06-04T04:00:00.000Z,MERIDIAN ST ,48164,Unsexed - 1 Year         ,2017,1600
15549,4,2019-10-14T04:00:00.000Z,LOCUST AVE ,48165,Unsexed - 1 Year         ,2017,1000
15550,4,2019-11-22T05:00:00.000Z,WATSON AVE ,48166,Unsexed - 1 Year         ,2017,600
15551,4,2019-08-30T04:00:00.000Z,YORKTOWN DR ,48167,Unsexed - 1 Year         ,2017,1700
15552,4,2019-05-14T04:00:00.000Z,CITY WALK WAY ,48168,Unsexed - 1 Year         ,2017,3000
15553,4,2020-01-12T05:00:00.000Z,MEADOWBROOK RD ,48169,Unsexed - 1 Year         ,2017,2000
15554,4,2021-06-27T04:00:00.000Z,CHERRY AVE ,48170,Unsexed - 1 Year         ,2017,1400
15555,4,2017-03-20T04:00:00.000Z,CHESAPEAKE ST ,48171,Unsexed - 1 Year         ,2017,1500
15556,4,2018-04-06T04:00:00.000Z,VALLEY RD EXT ,48172,Unsexed - 1 Year         ,2017,300
15557,4,2017-03-19T04:00:00.000Z,MEADE AVE ,48173,Unsexed - 1 Year         ,2017,500
15558,10,2017-03-19T04:00:00.000Z,MEADE AVE ,48174,Sexed - 1 Year           ,2017,500
15559,10,2021-05-24T04:00:00.000Z,250 BYPASS ,48175,Sexed - 1 Year           ,2017,500
15560,4,2019-01-30T05:00:00.000Z,DEL MAR DR ,48176,Unsexed - 1 Year         ,2017,1600
15561,4,2020-05-18T04:00:00.000Z,MYRTLE ST ,48177,Unsexed - 1 Year         ,2017,1100
15562,4,2019-03-22T04:00:00.000Z,SHERIDAN AVE ,48178,Unsexed - 1 Year         ,2017,1000
15563,4,2018-12-17T05:00:00.000Z,SHERIDAN AVE ,48179,Unsexed - 1 Year         ,2017,1000
15564,4,2019-07-14T04:00:00.000Z,MCELROY DR ,48180,Unsexed - 1 Year         ,2017,2700
15565,10,2018-04-10T04:00:00.000Z,CARLTON AVE ,48181,Sexed - 1 Year           ,2017,1400
15566,4,2020-06-13T04:00:00.000Z,NORTH BAKER ST ,48182,Unsexed - 1 Year         ,2017,100
15567,4,2018-06-04T04:00:00.000Z,GREENLEAF LN ,48183,Unsexed - 1 Year         ,2017,1600
15568,4,2019-01-28T05:00:00.000Z,BRANDYWINE DR ,48184,Unsexed - 1 Year         ,2017,1600
15569,4,2020-03-27T04:00:00.000Z,MCINTIRE RD ,48185,Unsexed - 1 Year         ,2017,7100
15570,4,2019-03-23T04:00:00.000Z,IVY RD ,48186,Unsexed - 1 Year         ,2017,2100
15571,4,2018-03-30T04:00:00.000Z,CAMELLIA DR ,48187,Unsexed - 1 Year         ,2017,300
15572,4,2020-08-03T04:00:00.000Z,MADISON AVE ,48188,Unsexed - 1 Year         ,2017,700
15573,4,2020-02-27T05:00:00.000Z,KERRY LN ,48189,Unsexed - 1 Year         ,2017,2400
15574,4,2019-04-01T04:00:00.000Z,LOCUST LANE CT ,48190,Unsexed - 1 Year         ,2017,100
15575,4,2019-03-05T05:00:00.000Z,LOCUST AVE ,48191,Unsexed - 1 Year         ,2017,900
15576,4,2020-05-09T04:00:00.000Z,LOCUST AVE ,48192,Unsexed - 1 Year         ,2017,900
15577,4,2020-12-08T05:00:00.000Z,PARK ST ,48193,Unsexed - 1 Year         ,2017,1100
15578,4,2020-05-24T04:00:00.000Z,MASON LN ,48194,Unsexed - 1 Year         ,2017,1600
15579,4,2019-07-09T04:00:00.000Z,CITY WALK WAY ,48195,Unsexed - 1 Year         ,2017,4000
15580,4,2020-03-09T04:00:00.000Z,PRESTON AVE ,48196,Unsexed - 1 Year         ,2017,1300
15581,4,2018-04-21T04:00:00.000Z,HOLMES AVE ,48197,Unsexed - 1 Year         ,2017,1100
15582,4,2020-02-27T05:00:00.000Z,LYONS AVE ,48198,Unsexed - 1 Year         ,2017,600
15583,4,2021-06-10T04:00:00.000Z,THOMSON RD ,48199,Unsexed - 1 Year         ,2017,1900
15584,4,2019-03-10T05:00:00.000Z,THOMSON RD ,48200,Unsexed - 1 Year         ,2017,1900
15585,10,2017-11-12T05:00:00.000Z,BROAD AVE ,48201,Sexed - 1 Year           ,2017,1500
15586,4,2017-06-16T04:00:00.000Z,MOSELEY DR ,48202,Unsexed - 1 Year         ,2017,400
15587,4,2017-04-16T04:00:00.000Z,ANTOINETTE CT ,48203,Unsexed - 1 Year         ,2017,100
15588,4,2019-11-28T05:00:00.000Z,HYDRAULIC RD ,48204,Unsexed - 1 Year         ,2017,2500
15589,4,2017-02-13T05:00:00.000Z,ANDERSON ST ,48205,Unsexed - 1 Year         ,2017,800
15590,4,2017-04-04T04:00:00.000Z,5TH ST SW ,48206,Unsexed - 1 Year         ,2017,1000
15591,4,2020-12-21T05:00:00.000Z,CLEVELAND AVE ,48207,Unsexed - 1 Year         ,2017,500
15592,4,2018-04-24T04:00:00.000Z,ARLINGTON BLVD ,48208,Unsexed - 1 Year         ,2017,2400
15593,4,2021-08-16T04:00:00.000Z,HAMPTON ST ,48209,Unsexed - 1 Year         ,2017,14100
15594,4,2019-09-17T04:00:00.000Z,MADISON AVE ,48210,Unsexed - 1 Year         ,2017,700
15595,4,2020-01-22T05:00:00.000Z,CARLTON AVE ,48211,Unsexed - 1 Year         ,2017,1300
15596,4,2020-01-22T05:00:00.000Z,VINE ST ,48212,Unsexed - 1 Year         ,2017,1400
15597,4,2020-02-05T05:00:00.000Z,RIDGE ST ,48214,Unsexed - 1 Year         ,2017,800
15598,4,2019-02-19T05:00:00.000Z,PAGE ST ,48215,Unsexed - 1 Year         ,2017,900
15599,4,2021-02-03T05:00:00.000Z,GROVE ST ,48216,Unsexed - 1 Year         ,2017,1200
15600,4,2020-02-14T05:00:00.000Z,CHESAPEAKE ST ,48217,Unsexed - 1 Year         ,2017,1500
15601,4,2020-03-05T05:00:00.000Z,GRACE ST ,48218,Unsexed - 1 Year         ,2017,1400
15602,4,2018-03-05T05:00:00.000Z,GRACE ST ,48219,Unsexed - 1 Year         ,2017,1400
15603,4,2018-03-05T05:00:00.000Z,GRACE ST ,48220,Unsexed - 1 Year         ,2017,1400
15604,4,2019-10-06T04:00:00.000Z,WAYNE AVE ,48221,Unsexed - 1 Year         ,2017,2300
15605,10,2021-01-12T05:00:00.000Z,GREENWICH CT ,48222,Sexed - 1 Year           ,2017,100
15606,4,2017-10-28T04:00:00.000Z,HOLIDAY DR ,48223,Unsexed - 1 Year         ,2017,400
15607,4,2018-02-07T05:00:00.000Z,MCELROY DR ,48224,Unsexed - 1 Year         ,2017,2700
15608,4,2018-02-24T05:00:00.000Z,7 1/2 ST SW ,48225,Unsexed - 1 Year         ,2017,200
15609,4,2020-03-27T04:00:00.000Z,1ST ST S ,48226,Unsexed - 1 Year         ,2017,100
15610,4,2022-05-10T04:00:00.000Z,STONEHENGE AVE ,48227,Unsexed - 1 Year         ,2017,500
15611,4,2022-05-10T04:00:00.000Z,STONEHENGE AVE ,48227,Unsexed - 1 Year         ,2017,500
15612,4,2020-09-15T04:00:00.000Z,STONEHENGE AVE ,48228,Unsexed - 1 Year         ,2017,500
15613,4,2020-09-15T04:00:00.000Z,STONEHENGE AVE ,48228,Unsexed - 1 Year         ,2017,500
15614,4,2022-04-05T04:00:00.000Z,STONEHENGE AVE ,48229,Unsexed - 1 Year         ,2017,500
15615,4,2022-04-05T04:00:00.000Z,STONEHENGE AVE ,48229,Unsexed - 1 Year         ,2017,500
15616,4,2018-04-10T04:00:00.000Z,COLEMAN CT ,48230,Unsexed - 1 Year         ,2017,700
15617,4,2018-04-10T04:00:00.000Z,COLEMAN CT ,48230,Unsexed - 1 Year         ,2017,700
15618,10,2018-04-06T04:00:00.000Z,RIVES ST ,48231,Sexed - 1 Year           ,2017,800
15619,4,2018-04-11T04:00:00.000Z,COTTAGE LN ,48232,Unsexed - 1 Year         ,2017,900
15620,4,2018-04-11T04:00:00.000Z,COTTAGE LN ,48232,Unsexed - 1 Year         ,2017,900
15621,10,2018-04-06T04:00:00.000Z,RIVES ST ,48233,Sexed - 1 Year           ,2017,800
15622,10,2017-03-26T04:00:00.000Z,ROCK CREEK RD ,48233,Sexed - 1 Year           ,2017,900
15623,10,2017-03-26T04:00:00.000Z,ROCK CREEK RD ,48233,Sexed - 1 Year           ,2017,900
15624,4,2021-10-24T04:00:00.000Z,CITY WALK WAY ,48234,Unsexed - 1 Year         ,2017,2000
15625,4,2018-04-25T04:00:00.000Z,CITY WALK WAY ,48235,Unsexed - 1 Year         ,2017,4000
15626,4,2017-09-29T04:00:00.000Z,OLD FIFTH CIR ,48236,Unsexed - 1 Year         ,2017,1600
15627,4,2019-11-25T05:00:00.000Z,FLORENCE RD ,48237,Unsexed - 1 Year         ,2017,200
15628,4,2019-11-25T05:00:00.000Z,FLORENCE RD ,48237,Unsexed - 1 Year         ,2017,200
15629,4,2019-11-12T05:00:00.000Z,MARTIN ST ,48245,Unsexed - 1 Year         ,2017,1000
15630,4,2018-02-13T05:00:00.000Z,ARLINGTON BLVD ,48246,Unsexed - 1 Year         ,2017,2100
15631,4,2019-06-10T04:00:00.000Z,ARLINGTON BLVD ,48247,Unsexed - 1 Year         ,2017,2100
15632,4,2018-04-06T04:00:00.000Z,7TH ST NW ,48248,Unsexed - 1 Year         ,2017,300
15633,4,2018-06-21T04:00:00.000Z,KENT TER ,48249,Unsexed - 1 Year         ,2017,100
15634,4,2018-05-02T04:00:00.000Z,PALATINE AVE ,48250,Unsexed - 1 Year         ,2017,300
15635,4,2020-04-22T04:00:00.000Z,VALLEY RD ,48251,Unsexed - 1 Year         ,2017,400
15636,4,2020-08-06T04:00:00.000Z,DOUGLAS AVE ,48252,Unsexed - 1 Year         ,2017,200
15637,4,2018-03-12T04:00:00.000Z,NORTH AVE ,48254,Unsexed - 1 Year         ,2017,600
15638,10,2018-05-10T04:00:00.000Z,MADISON AVE ,48255,Sexed - 1 Year           ,2017,600
15639,4,2018-07-12T04:00:00.000Z,PRESTON AVE ,48256,Unsexed - 1 Year         ,2017,1100
15640,10,2021-05-03T04:00:00.000Z,WAYNE AVE ,48258,Sexed - 1 Year           ,2017,2200
15641,10,2018-08-01T04:00:00.000Z,CHESAPEAKE ST ,48259,Sexed - 1 Year           ,2017,1300
15642,4,2019-09-22T04:00:00.000Z,ROSE HILL DR ,48260,Unsexed - 1 Year         ,2017,1100
15643,4,2021-06-20T04:00:00.000Z,CLEVELAND AVE ,48261,Unsexed - 1 Year         ,2017,400
15644,4,2020-08-06T04:00:00.000Z,MONTE VISTA AVE ,48262,Unsexed - 1 Year         ,2017,300
15645,10,2018-08-15T04:00:00.000Z,CARLTON AVE ,48263,Sexed - 1 Year           ,2017,1500
15646,4,2018-09-22T04:00:00.000Z,UNASSIGNED ,48264,Unsexed - 1 Year         ,2017,400
15647,4,2020-08-18T04:00:00.000Z,ROYS PL ,48264,Unsexed - 1 Year         ,2017,100
15648,4,2017-12-13T05:00:00.000Z,WOODROW ST ,48265,Unsexed - 1 Year         ,2017,1200
15649,4,2020-09-05T04:00:00.000Z,CENTER AVE ,48267,Unsexed - 1 Year         ,2017,2300
15650,4,2020-07-03T04:00:00.000Z,UNASSIGNED ,48268,Unsexed - 1 Year         ,2017,500
15651,4,2021-09-16T04:00:00.000Z,CABELL AVE ,48271,Unsexed - 1 Year         ,2017,800
15652,4,2021-09-16T04:00:00.000Z,CABELL AVE ,48272,Unsexed - 1 Year         ,2017,800
15653,4,2018-09-05T04:00:00.000Z,MEADOWBROOK HEIGHTS RD ,48273,Unsexed - 1 Year         ,2017,1800
15654,4,2018-09-05T04:00:00.000Z,ROCK CREEK RD ,48274,Unsexed - 1 Year         ,2017,800
15655,4,2021-08-27T04:00:00.000Z,BAYLOR LN ,48275,Unsexed - 1 Year         ,2017,100
15656,4,2018-03-24T04:00:00.000Z,LOCUST AVE ,48276,Unsexed - 1 Year         ,2017,800
15657,4,2019-12-15T05:00:00.000Z,EARLY ST ,48301,Unsexed - 1 Year         ,2017,1400
15658,10,2020-12-26T05:00:00.000Z,NORWICH ST ,48303,Sexed - 1 Year           ,2017,100
15659,4,2020-03-09T04:00:00.000Z,ST CHARLES AVE ,48304,Unsexed - 1 Year         ,2017,1000
15660,4,2019-09-19T04:00:00.000Z,GENTRY LN ,48305,Unsexed - 1 Year         ,2017,1400
15661,4,2020-03-03T05:00:00.000Z,BRANDYWINE DR ,48306,Unsexed - 1 Year         ,2017,2200
15662,4,2018-01-28T05:00:00.000Z,WESTWOOD RD ,48307,Unsexed - 1 Year         ,2017,1500
15663,4,2019-12-05T05:00:00.000Z,WESTWOOD RD ,48308,Unsexed - 1 Year         ,2017,1500
15664,4,2018-03-26T04:00:00.000Z,MARIE PL ,48309,Unsexed - 1 Year         ,2017,100
15665,4,2017-08-22T04:00:00.000Z,BRUCE AVE ,48310,Unsexed - 1 Year         ,2017,1600
15666,4,2019-12-22T05:00:00.000Z,STONEHENGE AVE ,48311,Unsexed - 1 Year         ,2017,700
15667,4,2021-01-04T05:00:00.000Z,WILLARD DR ,48312,Unsexed - 1 Year         ,2017,2500
15668,10,2019-02-19T05:00:00.000Z,ROCK CREEK RD ,48313,Sexed - 1 Year           ,2017,900
15669,4,2020-04-22T04:00:00.000Z,BARRACKS RD ,48314,Unsexed - 1 Year         ,2017,1900
15670,10,2022-05-22T04:00:00.000Z,AUGUSTA ST ,48315,Sexed - 1 Year           ,2017,1200
15671,4,2019-01-08T05:00:00.000Z,MOORE AVE ,48316,Unsexed - 1 Year         ,2017,800
15672,4,2018-07-22T04:00:00.000Z,OXFORD RD ,48317,Unsexed - 1 Year         ,2017,1600
15673,10,2020-11-03T05:00:00.000Z,ELLIOTT AVE ,48318,Sexed - 1 Year           ,2017,700
15674,4,2019-03-10T05:00:00.000Z,GROVE RD ,48319,Unsexed - 1 Year         ,2017,1400
15675,4,2020-04-26T04:00:00.000Z,GROVE RD ,48320,Unsexed - 1 Year         ,2017,1400
15676,4,2018-12-19T05:00:00.000Z,MCELROY DR ,48321,Unsexed - 1 Year         ,2017,2700
15677,4,2020-02-17T05:00:00.000Z,DAIRY RD ,48322,Unsexed - 1 Year         ,2017,1500
15678,4,2019-02-05T05:00:00.000Z,GREENBRIER DR ,48323,Unsexed - 1 Year         ,2017,2200
15679,4,2018-08-03T04:00:00.000Z,WAYNE AVE ,48324,Unsexed - 1 Year         ,2017,2200
15680,4,2021-07-05T04:00:00.000Z,WINSTON RD ,48325,Unsexed - 1 Year         ,2017,1800
15681,4,2018-01-12T05:00:00.000Z,WINSTON RD ,48326,Unsexed - 1 Year         ,2017,1800
15682,4,2019-03-22T04:00:00.000Z,PARK ST ,48327,Unsexed - 1 Year         ,2017,800
15683,4,2021-01-13T05:00:00.000Z,HAZEL ST ,48328,Unsexed - 1 Year         ,2017,1000
15684,4,2017-01-07T05:00:00.000Z,AVON ST ,48329,Unsexed - 1 Year         ,2017,1400
15685,4,2021-01-03T05:00:00.000Z,WESTERLY AVE ,48330,Unsexed - 1 Year         ,2017,2500
15686,4,2020-10-23T04:00:00.000Z,LOCUST AVE ,48331,Unsexed - 1 Year         ,2017,900
15687,4,2020-07-11T04:00:00.000Z,PALATINE AVE ,48332,Unsexed - 1 Year         ,2017,200
15688,4,2021-09-05T04:00:00.000Z,TRIPPER CT ,48333,Unsexed - 1 Year         ,2017,100
15689,4,2020-09-29T04:00:00.000Z,MULBERRY AVE ,48334,Unsexed - 1 Year         ,2017,1600
15690,4,2019-02-04T05:00:00.000Z,LILI LN ,48335,Unsexed - 1 Year         ,2017,1200
15691,4,2018-03-05T05:00:00.000Z,IVY RD ,48336,Unsexed - 1 Year         ,2017,2100
15692,4,2020-10-23T04:00:00.000Z,WESTERLY AVE ,48337,Unsexed - 1 Year         ,2017,2500
15693,10,2021-01-19T05:00:00.000Z,MONTEBELLO CIR ,48338,Sexed - 1 Year           ,2017,200
15694,10,2018-03-27T04:00:00.000Z,KENWOOD LN ,48339,Sexed - 1 Year           ,2017,1400
15695,4,2020-10-01T04:00:00.000Z,KENWOOD LN ,48340,Unsexed - 1 Year         ,2017,1400
15696,4,2017-10-13T04:00:00.000Z,ARLINGTON BLVD ,48341,Unsexed - 1 Year         ,2017,2100
15697,4,2030-03-08T05:00:00.000Z,COLEMAN ST ,48342,Unsexed - 1 Year         ,2017,900
15698,4,2018-01-08T05:00:00.000Z,AVON ST ,48343,Unsexed - 1 Year         ,2017,600
15699,4,2019-04-12T04:00:00.000Z,MADISON AVE ,48344,Unsexed - 1 Year         ,2017,600
15700,10,2019-03-30T04:00:00.000Z,STONEHENGE AVE ,48345,Sexed - 1 Year           ,2017,900
15701,10,2019-05-19T04:00:00.000Z,AZALEA DR ,48346,Sexed - 1 Year           ,2017,200
15702,4,2020-05-06T04:00:00.000Z,ST GEORGE AVE ,48346,Unsexed - 1 Year         ,2017,1200
15703,4,2021-02-06T05:00:00.000Z,PARK ST ,48347,Unsexed - 1 Year         ,2017,700
15704,4,2019-01-12T05:00:00.000Z,TARLETON DR ,48348,Unsexed - 1 Year         ,2017,2100
15705,10,2019-01-12T05:00:00.000Z,TARLETON DR ,48348,Sexed - 1 Year           ,2017,2100
15706,4,2020-01-25T05:00:00.000Z,TRIPPER CT ,48349,Unsexed - 1 Year         ,2017,100
15707,4,2020-04-22T04:00:00.000Z,RIDGE ST ,48350,Unsexed - 1 Year         ,2017,4000
15708,4,2020-01-27T05:00:00.000Z,SHERIDAN AVE ,48351,Unsexed - 1 Year         ,2017,1000
15709,4,2019-05-10T04:00:00.000Z,DOUGLAS AVE ,48352,Unsexed - 1 Year         ,2017,200
15710,4,2019-05-10T04:00:00.000Z,DOUGLAS AVE ,48353,Unsexed - 1 Year         ,2017,200
15711,4,2017-12-04T05:00:00.000Z,2ND ST NE ,48354,Unsexed - 1 Year         ,2017,400
15712,4,2018-11-02T04:00:00.000Z,GRIMES PL ,48355,Unsexed - 1 Year         ,2017,100
15713,4,2018-01-16T05:00:00.000Z,ROSA TER ,48356,Unsexed - 1 Year         ,2017,1500
15714,4,2018-01-21T05:00:00.000Z,5TH ST SW ,48357,Unsexed - 1 Year         ,2017,300
15715,4,2018-09-18T04:00:00.000Z,ROBERTSON AVE ,48358,Unsexed - 1 Year         ,2017,200
15716,4,2019-03-16T04:00:00.000Z,UNASSIGNED ,48359,Unsexed - 1 Year         ,2017,0
15717,4,2019-08-02T04:00:00.000Z,GREENWICH CT ,48360,Unsexed - 1 Year         ,2017,100
15718,4,2021-03-07T05:00:00.000Z,GREENWICH CT ,48361,Unsexed - 1 Year         ,2017,100
15719,4,2018-10-26T04:00:00.000Z,GREENWICH CT ,48362,Unsexed - 1 Year         ,2017,100
15720,10,2020-03-14T04:00:00.000Z,GREENWICH CT ,48363,Sexed - 1 Year           ,2017,100
15721,4,2018-09-01T04:00:00.000Z,RUGBY RD ,48365,Unsexed - 1 Year         ,2017,900
15722,4,2019-05-11T04:00:00.000Z,WERTLAND ST ,48366,Unsexed - 1 Year         ,2017,1200
15723,4,2019-12-06T05:00:00.000Z,BOLLING AVE ,48367,Unsexed - 1 Year         ,2017,600
15724,4,2018-10-13T04:00:00.000Z,E MARKET ST ,48368,Unsexed - 1 Year         ,2017,600
15725,4,2018-06-21T04:00:00.000Z,SUNSET RD ,48369,Unsexed - 1 Year         ,2017,2400
